389,600,0,0
487,599,0.091,0
586,597,0.182,0
690,597,0.273,0
793,595,0.364,0
896,594,0.455,0
999,594,0.546,0
1104,593,0.637,0
1208,593,0.728,0
1312,592,0.819,0
1418,592,0.91,0
1522,592,1.001,0
1627,591,1.092,0
1733,591,1.183,0
1838,591,1.274,0
1944,590,1.365,0
2050,590,1.456,0
2156,589,1.547,0
2262,589,1.638,0
2368,589,1.729,0
2473,589,1.82,0
2578,589,1.911,0
2682,589,2.002,0
2785,590,2.093,0
375,696,0,0.091
476,694,0.091,0.091
577,693,0.182,0.091
679,691,0.273,0.091
782,690,0.364,0.091
888,689,0.455,0.091
992,689,0.546,0.091
1098,689,0.637,0.091
1204,689,0.728,0.091
1309,689,0.819,0.091
1415,689,0.91,0.091
1521,689,1.001,0.091
1627,689,1.092,0.091
1733,688,1.183,0.091
1840,687,1.274,0.091
1947,686,1.365,0.091
2054,685,1.456,0.091
2162,685,1.547,0.091
2268,685,1.638,0.091
2375,685,1.729,0.091
2482,685,1.82,0.091
2588,685,1.911,0.091
2694,686,2.002,0.091
2796,687,2.093,0.091
361,793,0,0.182
462,792,0.091,0.182
564,791,0.182,0.182
669,790,0.273,0.182
774,789,0.364,0.182
880,789,0.455,0.182
986,788,0.546,0.182
1093,788,0.637,0.182
1200,788,0.728,0.182
1306,789,0.819,0.182
1413,789,0.91,0.182
1520,789,1.001,0.182
1626,789,1.092,0.182
1734,788,1.183,0.182
1841,787,1.274,0.182
1949,786,1.365,0.182
2058,785,1.456,0.182
2167,785,1.547,0.182
2274,785,1.638,0.182
2382,784,1.729,0.182
2491,784,1.82,0.182
2597,784,1.911,0.182
2704,785,2.002,0.182
2808,785,2.093,0.182
345,893,0,0.273
448,892,0.091,0.273
553,892,0.182,0.273
658,891,0.273,0.273
765,891,0.364,0.273
872,890,0.455,0.273
979,890,0.546,0.273
1087,890,0.637,0.273
1195,890,0.728,0.273
1303,891,0.819,0.273
1411,891,0.91,0.273
1518,891,1.001,0.273
1625,890,1.092,0.273
1734,890,1.183,0.273
1842,889,1.274,0.273
1951,889,1.365,0.273
2062,888,1.456,0.273
2171,887,1.547,0.273
2281,886,1.638,0.273
2390,887,1.729,0.273
2499,887,1.82,0.273
2608,887,1.911,0.273
2714,887,2.002,0.273
2821,888,2.093,0.273
333,995,0,0.364
436,995,0.091,0.364
542,994,0.182,0.364
648,995,0.273,0.364
756,994,0.364,0.364
864,994,0.455,0.364
972,994,0.546,0.364
1082,994,0.637,0.364
1190,994,0.728,0.364
1300,994,0.819,0.364
1409,994,0.91,0.364
1517,994,1.001,0.364
1625,994,1.092,0.364
1734,993,1.183,0.364
1844,993,1.274,0.364
1954,992,1.365,0.364
2065,992,1.456,0.364
2176,991,1.547,0.364
2288,991,1.638,0.364
2398,991,1.729,0.364
2508,991,1.82,0.364
2618,991,1.911,0.364
2725,992,2.002,0.364
2833,992,2.093,0.364
321,1100,0,0.455
425,1100,0.091,0.455
532,1100,0.182,0.455
639,1099,0.273,0.455
747,1099,0.364,0.455
857,1098,0.455,0.455
965,1098,0.546,0.455
1076,1098,0.637,0.455
1186,1098,0.728,0.455
1297,1098,0.819,0.455
1406,1098,0.91,0.455
1516,1097,1.001,0.455
1625,1097,1.092,0.455
1735,1097,1.183,0.455
1846,1097,1.274,0.455
1957,1097,1.365,0.455
2069,1097,1.456,0.455
2181,1097,1.547,0.455
2294,1096,1.638,0.455
2406,1096,1.729,0.455
2518,1096,1.82,0.455
2628,1096,1.911,0.455
2737,1096,2.002,0.455
2845,1097,2.093,0.455
307,1206,0,0.546
412,1206,0.091,0.546
520,1206,0.182,0.546
627,1206,0.273,0.546
738,1206,0.364,0.546
847,1206,0.455,0.546
959,1206,0.546,0.546
1070,1206,0.637,0.546
1182,1206,0.728,0.546
1293,1206,0.819,0.546
1404,1205,0.91,0.546
1514,1205,1.001,0.546
1624,1205,1.092,0.546
1736,1205,1.183,0.546
1848,1205,1.274,0.546
1960,1205,1.365,0.546
2074,1205,1.456,0.546
2187,1205,1.547,0.546
2302,1205,1.638,0.546
2414,1205,1.729,0.546
2527,1205,1.82,0.546
2638,1205,1.911,0.546
2749,1205,2.002,0.546
2857,1205,2.093,0.546
292,1314,0,0.637
399,1314,0.091,0.637
507,1315,0.182,0.637
617,1315,0.273,0.637
727,1315,0.364,0.637
838,1316,0.455,0.637
951,1316,0.546,0.637
1064,1315,0.637,0.637
1176,1315,0.728,0.637
1289,1314,0.819,0.637
1401,1314,0.91,0.637
1513,1314,1.001,0.637
1625,1314,1.092,0.637
1737,1314,1.183,0.637
1850,1314,1.274,0.637
1963,1315,1.365,0.637
2078,1315,1.456,0.637
2194,1315,1.547,0.637
2308,1316,1.638,0.637
2422,1316,1.729,0.637
2534,1315,1.82,0.637
2648,1316,1.911,0.637
2759,1315,2.002,0.637
2870,1315,2.093,0.637
282,1425,0,0.728
389,1426,0.091,0.728
498,1426,0.182,0.728
608,1427,0.273,0.728
720,1427,0.364,0.728
831,1428,0.455,0.728
944,1428,0.546,0.728
1058,1428,0.637,0.728
1171,1427,0.728,0.728
1285,1427,0.819,0.728
1398,1426,0.91,0.728
1511,1426,1.001,0.728
1624,1426,1.092,0.728
1738,1426,1.183,0.728
1852,1427,1.274,0.728
1967,1427,1.365,0.728
2083,1428,1.456,0.728
2198,1429,1.547,0.728
2314,1429,1.638,0.728
2429,1429,1.729,0.728
2543,1429,1.82,0.728
2657,1429,1.911,0.728
2769,1429,2.002,0.728
2879,1428,2.093,0.728
270,1536,0,0.819
377,1537,0.091,0.819
487,1539,0.182,0.819
598,1539,0.273,0.819
710,1540,0.364,0.819
823,1540,0.455,0.819
936,1541,0.546,0.819
1050,1541,0.637,0.819
1165,1540,0.728,0.819
1280,1540,0.819,0.819
1395,1539,0.91,0.819
1509,1539,1.001,0.819
1624,1539,1.092,0.819
1739,1540,1.183,0.819
1854,1541,1.274,0.819
1970,1542,1.365,0.819
2088,1542,1.456,0.819
2205,1543,1.547,0.819
2322,1542,1.638,0.819
2438,1543,1.729,0.819
2553,1542,1.82,0.819
2669,1542,1.911,0.819
2782,1541,2.002,0.819
2894,1541,2.093,0.819
257,1650,0,0.91
365,1651,0.091,0.91
475,1653,0.182,0.91
587,1654,0.273,0.91
700,1655,0.364,0.91
814,1656,0.455,0.91
929,1656,0.546,0.91
1043,1657,0.637,0.91
1159,1657,0.728,0.91
1275,1657,0.819,0.91
1391,1656,0.91,0.91
1507,1656,1.001,0.91
1623,1657,1.092,0.91
1740,1657,1.183,0.91
1857,1658,1.274,0.91
1974,1659,1.365,0.91
2093,1660,1.456,0.91
2211,1660,1.547,0.91
2329,1660,1.638,0.91
2447,1659,1.729,0.91
2563,1660,1.82,0.91
2680,1658,1.911,0.91
2795,1658,2.002,0.91
2908,1656,2.093,0.91
245,1766,0,1.001
353,1769,0.091,1.001
465,1771,0.182,1.001
