534,806.5,0,0
770.389,775.833,0.022,0
1015.44,744.944,0.044,0
1268.65,713.05,0.066,0
1529.94,681.722,0.088,0
1799.09,649.636,0.11,0
2074.44,616.278,0.132,0
2358.55,581.909,0.154,0
2650.2,548.15,0.176,0
2929,516,0.198,0
3252.5,481,0.22,0
548.25,1064.44,0,0.022
786.111,1037.67,0.022,0.022
1032.15,1010.38,0.044,0.022
1287.09,982.826,0.066,0.022
1550,956.5,0.088,0.022
1819.5,929,0.11,0.022
2095.3,899.5,0.132,0.022
2380.04,868.391,0.154,0.022
2672.69,836.115,0.176,0.022
2974.38,805.417,0.198,0.022
3280.67,774.556,0.22,0.022
563,1322.88,0,0.044
802,1300.5,0.022,0.044
1049.47,1277.32,0.044,0.044
1306.77,1254.45,0.066,0.044
1571.18,1231.59,0.088,0.044
1840.46,1208.12,0.11,0.044
2115.62,1182.92,0.132,0.044
2400.71,1155.33,0.154,0.044
2696.41,1127.45,0.176,0.044
2999.25,1099.3,0.198,0.044
3306.58,1072.16,0.22,0.044
580,1584,0,0.066
818.588,1565.82,0.022,0.066
1067.29,1546.76,0.044,0.066
1325.1,1526.52,0.066,0.066
1590.67,1505.88,0.088,0.066
1861,1485.28,0.11,0.066
2136.36,1464.23,0.132,0.066
2421.68,1441.92,0.154,0.066
2718.67,1419.05,0.176,0.066
3023.44,1395.94,0.198,0.066
3331.92,1372.48,0.22,0.066
596.588,1845.35,0,0.088
836.364,1831.27,0.022,0.088
1084.86,1816.33,0.044,0.088
1343.52,1799.9,0.066,0.088
1609.7,1781.45,0.088,0.088
1880.83,1763.39,0.11,0.088
2157.14,1746.5,0.132,0.088
2444.28,1729.56,0.154,0.088
2742.37,1712.42,0.176,0.088
3047.3,1693.5,0.198,0.088
3357.38,1673.71,0.22,0.088
614.556,2106.83,0,0.11
854.95,2097.15,0.022,0.11
1103.52,2086.9,0.044,0.11
1361.41,2074.45,0.066,0.11
1627.48,2060.7,0.088,0.11
1900.29,2046.57,0.11,0.11
2179.33,2033.29,0.132,0.11
2468.2,2021.05,0.154,0.11
2766.44,2007.88,0.176,0.11
3070.45,1992.4,0.198,0.11
3381.32,1976.05,0.22,0.11
