40.3231,-84.8999,320.5
40.3663,-84.8999,297.5
40.3966,-84.8999,285.9
39.0583,-84.8999,150.5
41.0766,-84.8999,233.9
40.5128,-84.8988,262.7
40.4183,-84.8971,281
40.4181,-84.8966,281.1
38.794,-84.8963,143.3
39.2174,-84.8949,268.2
39.5528,-84.8908,312.7
39.5966,-84.8903,318.8
41.6166,-84.8899,317.2
39.7629,-84.8899,321.6
39.8599,-84.8883,325.2
39.8383,-84.8866,295.3
40.4166,-84.8866,281.4
40.5419,-84.8863,264.9
41.5316,-84.8849,270.7
39.7058,-84.8838,336.9
39.7341,-84.8838,327.4
39.8066,-84.8838,308.2
38.8666,-84.8833,266.7
39.2769,-84.8833,167
38.8503,-84.883,249.3
40.5854,-84.8828,256.6
40.3094,-84.8819,324
40.3383,-84.8816,314.5
40.3969,-84.8816,286.2
40.2369,-84.8811,321.9
39.6329,-84.8804,320
39.6619,-84.8804,313.6
39.6874,-84.8804,338
40.3096,-84.8799,324
40.5429,-84.8783,265.5
39.9178,-84.8783,333.8
39.7191,-84.8758,337.4
39.7333,-84.8733,336.7
41.1549,-84.8733,228.2
41.7583,-84.8733,328.3
39.7488,-84.8711,324.3
39.7838,-84.8711,331
41.0733,-84.8699,233.2
40.6294,-84.8688,260.9
39.4049,-84.8683,311.8
39.7071,-84.8683,340.9
40.6004,-84.8683,268.2
39.7003,-84.8679,341.2
40.0061,-84.8666,365.7
40.9249,-84.8666,250.4
39.7129,-84.8658,338.3
39.3469,-84.8653,254.5
38.9983,-84.8649,149.7
39.7233,-84.8641,341.6
40.4841,-84.8641,271.3
40.4478,-84.8638,284.4
40.4183,-84.8633,282.8
40.3094,-84.8628,325.8
40.3386,-84.8628,318.5
40.3599,-84.8624,302.4
39.4696,-84.8624,312.1
39.5974,-84.8621,318.5
39.5049,-84.8616,309.1
39.6866,-84.8616,338
39.7349,-84.8613,343
40.5674,-84.8604,257
38.4899,-84.8599,264.9
40.5861,-84.8588,262.7
40.3819,-84.8578,296.9
40.5136,-84.8571,269.8
39.7129,-84.8569,342.2
39.7933,-84.8566,336.5
39.1366,-84.8558,160.9
39.7111,-84.8554,345.1
39.7003,-84.8544,342
39.7071,-84.8544,343.5
39.7204,-84.8544,346.6
39.7099,-84.8533,345.6
39.7383,-84.8533,345.4
40.5466,-84.8533,263.2
39.5358,-84.8533,304.8
39.7083,-84.8521,345.1
39.7138,-84.8519,346
39.7111,-84.8518,346.3
39.8066,-84.8503,319.1
39.7228,-84.8494,341.1
39.7011,-84.8491,342
39.7111,-84.8486,343.3
39.7274,-84.8483,345.1
39.7749,-84.8483,342.4
39.1016,-84.8483,148
39.7133,-84.8483,345.5
40.7483,-84.8483,246.8
40.5279,-84.8483,267.6
39.7071,-84.8478,343.5
40.5424,-84.8466,263.3
38.3899,-84.8466,205.7
39.3158,-84.8466,202.7
39.6899,-84.8461,338.8
39.7133,-84.8454,344.6
40.8816,-84.8449,251.9
40.2224,-84.8436,328
40.3528,-84.8433,310.6
39.7299,-84.8424,346.2
40.3096,-84.8416,312
40.3116,-84.8416,311.9
39.7219,-84.8404,342.8
39.6988,-84.8399,341.6
40.6446,-84.8399,256.3
39.1853,-84.8399,267.9
39.7086,-84.8396,341.7
39.7128,-84.8396,343.2
40.5863,-84.8396,271.3
39.2763,-84.8379,160.9
40.4258,-84.8346,287.1
40.4113,-84.8344,285
39.7449,-84.8333,347.9
39.6328,-84.8333,319.7
39.6646,-84.8333,329.8
39.7483,-84.8333,348.4
39.7778,-84.8333,340.5
39.8138,-84.8319,318.8
38.825,-84.8317,143.9
40.0049,-84.8316,372.6
38.871,-84.8315,158.2
40.0056,-84.8299,373.5
39.6249,-84.8299,318.3
39.9083,-84.8299,331.3
40.4403,-84.8299,295.7
40.5424,-84.8286,262.7
40.0203,-84.8283,371.7
40.0933,-84.8283,349
40.4511,-84.8278,284.8
40.0931,-84.8266,348.8
40.6616,-84.8266,253.9
40.4763,-84.8263,279.5
39.6874,-84.8258,333.2
38.7965,-84.8253,156.4
40.1663,-84.8249,342.8
40.3241,-84.8246,321.3
40.2753,-84.8244,311.5
39.7046,-84.8236,339.9
39.7158,-84.8236,341.6
40.3116,-84.8233,328
38.5866,-84.8233,290.2
39.2533,-84.8233,158.9
39.4938,-84.8221,298.1
40.3941,-84.8208,293.3
39.5503,-84.8204,296
40.5136,-84.8196,267
39.8653,-84.8194,332.5
40.4404,-84.8191,294.3
40.4333,-84.8188,296.6
38.8943,-84.8187,143.3
41.0799,-84.8166,230.6
39.4299,-84.8166,305.7
41.7024,-84.8163,331.6
39.5083,-84.8158,271
40.4113,-84.8158,287
40.4203,-84.8158,288.6
40.4263,-84.8154,289.7
39.7438,-84.8149,346
39.5969,-84.8149,309.4
40.3528,-84.8149,306
39.7291,-84.8136,344.1
40.4494,-84.8116,286.9
40.5416,-84.8099,264.8
39.8333,-84.8099,347.5
40.4213,-84.8094,288.8
39.9091,-84.8079,336.5
40.4304,-84.8071,296.8
41.7783,-84.8066,317.9
40.4404,-84.8066,292.5
40.4333,-84.8063,294.6
38.8522,-84.8062,149
40.4258,-84.8061,297.2
39.8916,-84.8054,343.2
40.2243,-84.8049,327.1
41.0749,-84.8049,230.6
39.0299,-84.8049,155.1
40.2383,-84.8049,322.2
39.1186,-84.8046,163.1
40.3674,-84.8038,303.9
40.3163,-84.8036,341.7
40.3379,-84.8036,321.3
40.3094,-84.8033,324.6
40.4153,-84.8033,281.4
40.4289,-84.8033,297
40.4474,-84.8033,288.1
40.4658,-84.8033,276.8
40.4849,-84.8033,275.5
40.4278,-84.8033,295.3
40.4304,-84.8033,299.2
40.4333,-84.8033,295.3
40.5279,-84.8024,264.6
40.5819,-84.8024,269.4
40.6303,-84.8021,257.3
41.6029,-84.8016,291.7
40.4269,-84.8011,294
40.4408,-84.8008,292.8
39.2558,-84.8003,178.6
38.8833,-84.7999,160.3
40.4304,-84.7999,297.3
40.4194,-84.7991,281.3
40.4344,-84.7988,294.2
39.7449,-84.7986,343.5
39.7438,-84.7983,343.5
39.6978,-84.7979,334.8
39.6654,-84.7978,329.2
39.7261,-84.7978,341.4
41.7083,-84.7966,328.9
41.7516,-84.7966,320.6
39.6329,-84.7961,317.9
39.5674,-84.7958,305.4
39.1496,-84.7953,160.9
39.2986,-84.7953,193.5
39.3319,-84.7953,229.2
39.3619,-84.7949,235.6
39.2008,-84.7946,151.8
40.4491,-84.7933,285.5
39.7878,-84.7929,357.8
39.8221,-84.7921,362.1
39.8049,-84.7916,340.6
38.8715,-84.7915,156.4
40.4103,-84.7908,287.5
40.4333,-84.7908,276.2
38.9333,-84.7899,147.8
40.4213,-84.7896,291.1
40.4286,-84.7888,295
40.7283,-84.7883,247
40.4408,-84.7879,274.7
40.4513,-84.7849,282.5
40.5284,-84.7849,270.9
40.5973,-84.7849,265.1
40.6554,-84.7849,253.3
40.5079,-84.7849,274.6
40.5444,-84.7846,263.3
40.5738,-84.7846,269.4
40.5913,-84.7846,264.6
40.4799,-84.7844,278.6
40.2238,-84.7833,327.5
40.3963,-84.7816,291.9
40.3849,-84.7816,298.1
40.3669,-84.7808,312.1
39.7728,-84.7794,351.4
40.7863,-84.7783,252.5
40.2819,-84.7783,310.9
40.4121,-84.7763,287.7
40.2948,-84.7749,309.7
40.3381,-84.7749,325.7
38.8133,-84.7749,197.5
40.2229,-84.7749,322.2
40.4504,-84.7729,287.9
39.6781,-84.7716,312.5
40.4216,-84.7716,291
39.5286,-84.7708,308.8
40.4371,-84.7704,295.7
39.5608,-84.7699,306.6
39.7294,-84.7683,337.4
40.3874,-84.7683,301.4
41.4971,-84.7683,264.4
41.5416,-84.7683,271.6
40.6333,-84.7674,254.5
39.3474,-84.7666,196.2
40.3196,-84.7658,332.8
40.4291,-84.7649,293.6
41.6349,-84.7649,302.1
39.5946,-84.7649,295.7
39.8369,-84.7649,371.3
40.5271,-84.7649,267.9
39.7878,-84.7638,361.2
39.7141,-84.7619,330.7
39.4206,-84.7616,271.6
39.8628,-84.7611,360.3
39.8986,-84.7611,352
39.7438,-84.7604,347.5
39.6554,-84.7603,323.1
39.6849,-84.7603,331.3
39.8124,-84.7603,357.2
39.4934,-84.7599,291.1
39.7438,-84.7599,347.7
39.7576,-84.7599,346.7
39.7871,-84.7599,359.6
39.4791,-84.7596,307.5
39.6328,-84.7594,312.7
39.7438,-84.7583,347.7
39.9389,-84.7583,340.9
41.2524,-84.7583,225.1
40.3669,-84.7571,313
41.6089,-84.7549,287.1
38.6849,-84.7533,179.5
40.5088,-84.7508,270.4
