501,578,0,0
623,573,0.0118,0
750,571,0.0236,0
881,571,0.0354,0
1011,571,0.0472,0
1142,573,0.059,0
1273,572,0.0708,0
1402,573,0.0826,0
1531,574,0.0944,0
1662,575,0.1062,0
1792,576,0.118,0
1920,579,0.1298,0
2048,579,0.1416,0
2175,580,0.1534,0
2302,581,0.1652,0
2428,581,0.177,0
2554,581,0.1888,0
2681,579,0.2006,0
2806,578,0.2124,0
2932,575,0.2242,0
3058,574,0.236,0
3182,574,0.2478,0
3305,575,0.2596,0
3425,576,0.2714,0
481,691,0,0.0118
602,680,0.0118,0.0118
734,679,0.0236,0.0118
866,677,0.0354,0.0118
998,679,0.0472,0.0118
1130,679,0.059,0.0118
1264,681,0.0708,0.0118
1396,681,0.0826,0.0118
1528,682,0.0944,0.0118
1659,683,0.1062,0.0118
1791,686,0.118,0.0118
1921,687,0.1298,0.0118
2050,687,0.1416,0.0118
2179,688,0.1534,0.0118
2309,687,0.1652,0.0118
2436,688,0.177,0.0118
2565,688,0.1888,0.0118
2692,688,0.2006,0.0118
2820,685,0.2124,0.0118
2948,684,0.2242,0.0118
3077,682,0.236,0.0118
3202,680,0.2478,0.0118
3325,681,0.2596,0.0118
3448,683,0.2714,0.0118
456,797,0,0.0236
584,794,0.0118,0.0236
715,791,0.0236,0.0236
850,791,0.0354,0.0236
984,790,0.0472,0.0236
1119,792,0.059,0.0236
1254,794,0.0708,0.0236
1389,795,0.0826,0.0236
1523,795,0.0944,0.0236
1657,798,0.1062,0.0236
1790,799,0.118,0.0236
1922,801,0.1298,0.0236
2054,800,0.1416,0.0236
2184,799,0.1534,0.0236
2316,798,0.1652,0.0236
2446,798,0.177,0.0236
2575,799,0.1888,0.0236
2705,799,0.2006,0.0236
2834,798,0.2124,0.0236
2963,795,0.2242,0.0236
3093,794,0.236,0.0236
3220,794,0.2478,0.0236
3345,796,0.2596,0.0236
3469,798,0.2714,0.0236
431,913,0,0.0354
563,912,0.0118,0.0354
699,911,0.0236,0.0354
836,908,0.0354,0.0354
970,908,0.0472,0.0354
1108,908,0.059,0.0354
1245,911,0.0708,0.0354
1382,912,0.0826,0.0354
1519,913,0.0944,0.0354
1654,914,0.1062,0.0354
1789,916,0.118,0.0354
1923,918,0.1298,0.0354
2057,917,0.1416,0.0354
2189,916,0.1534,0.0354
2322,914,0.1652,0.0354
2454,914,0.177,0.0354
2586,913,0.1888,0.0354
2717,914,0.2006,0.0354
2848,914,0.2124,0.0354
2980,912,0.2242,0.0354
3111,910,0.236,0.0354
3239,911,0.2478,0.0354
3365,913,0.2596,0.0354
3488,915,0.2714,0.0354
409,1033,0,0.0472
546,1034,0.0118,0.0472
683,1032,0.0236,0.0472
820,1031,0.0354,0.0472
958,1029,0.0472,0.0472
1096,1029,0.059,0.0472
1236,1030,0.0708,0.0472
1375,1032,0.0826,0.0472
1514,1034,0.0944,0.0472
1652,1035,0.1062,0.0472
1788,1034,0.118,0.0472
1925,1036,0.1298,0.0472
2059,1036,0.1416,0.0472
2193,1034,0.1534,0.0472
2328,1034,0.1652,0.0472
2462,1032,0.177,0.0472
2596,1032,0.1888,0.0472
2730,1031,0.2006,0.0472
2863,1032,0.2124,0.0472
2995,1030,0.2242,0.0472
3128,1029,0.236,0.0472
3259,1030,0.2478,0.0472
3386,1031,0.2596,0.0472
3511,1031,0.2714,0.0472
388,1157,0,0.059
526,1157,0.0118,0.059
666,1157,0.0236,0.059
806,1156,0.0354,0.059
946,1155,0.0472,0.059
1086,1153,0.059,0.059
1228,1155,0.0708,0.059
1369,1156,0.0826,0.059
1511,1157,0.0944,0.059
1650,1158,0.1062,0.059
1788,1157,0.118,0.059
1926,1157,0.1298,0.059
2062,1157,0.1416,0.059
2198,1156,0.1534,0.059
2335,1155,0.1652,0.059
2471,1154,0.177,0.059
2606,1152,0.1888,0.059
2743,1152,0.2006,0.059
2877,1150,0.2124,0.059
3012,1152,0.2242,0.059
3146,1151,0.236,0.059
3277,1151,0.2478,0.059
3406,1149,0.2596,0.059
3536,1150,0.2714,0.059
365,1287,0,0.0708
507,1286,0.0118,0.0708
649,1285,0.0236,0.0708
792,1287,0.0354,0.0708
932,1284,0.0472,0.0708
1075,1283,0.059,0.0708
1218,1282,0.0708,0.0708
1362,1283,0.0826,0.0708
1506,1284,0.0944,0.0708
1648,1285,0.1062,0.0708
1788,1285,0.118,0.0708
1928,1283,0.1298,0.0708
2065,1283,0.1416,0.0708
2204,1282,0.1534,0.0708
2342,1280,0.1652,0.0708
2481,1279,0.177,0.0708
2619,1277,0.1888,0.0708
2756,1275,0.2006,0.0708
2895,1275,0.2124,0.0708
3032,1274,0.2242,0.0708
3167,1274,0.236,0.0708
3301,1273,0.2478,0.0708
3433,1273,0.2596,0.0708
3561,1273,0.2714,0.0708
348,1422,0,0.0826
487,1421,0.0118,0.0826
631,1420,0.0236,0.0826
775,1419,0.0354,0.0826
920,1419,0.0472,0.0826
1065,1418,0.059,0.0826
1211,1417,0.0708,0.0826
1356,1416,0.0826,0.0826
1502,1417,0.0944,0.0826
1645,1416,0.1062,0.0826
1787,1415,0.118,0.0826
1928,1413,0.1298,0.0826
2069,1411,0.1416,0.0826
2208,1411,0.1534,0.0826
2349,1410,0.1652,0.0826
2489,1409,0.177,0.0826
2630,1407,0.1888,0.0826
2771,1406,0.2006,0.0826
2912,1404,0.2124,0.0826
3050,1403,0.2242,0.0826
3187,1401,0.236,0.0826
3322,1402,0.2478,0.0826
3456,1401,0.2596,0.0826
3587,1401,0.2714,0.0826
328,1561,0,0.0944
471,1560,0.0118,0.0944
613,1559,0.0236,0.0944
759,1557,0.0354,0.0944
904,1553,0.0472,0.0944
1050,1552,0.059,0.0944
1199,1553,0.0708,0.0944
1348,1553,0.0826,0.0944
1496,1552,0.0944,0.0944
1642,1551,0.1062,0.0944
1786,1550,0.118,0.0944
1930,1547,0.1298,0.0944
2072,1545,0.1416,0.0944
2214,1544,0.1534,0.0944
2357,1544,0.1652,0.0944
2499,1543,0.177,0.0944
2642,1542,0.1888,0.0944
2785,1540,0.2006,0.0944
2927,1539,0.2124,0.0944
3069,1536,0.2242,0.0944
3208,1536,0.236,0.0944
3344,1534,0.2478,0.0944
3479,1535,0.2596,0.0944
3614,1534,0.2714,0.0944
305,1700,0,0.1062
446,1697,0.0118,0.1062
592,1696,0.0236,0.1062
738,1693,0.0354,0.1062
886,1691,0.0472,0.1062
1037,1691,0.059,0.1062
1189,1692,0.0708,0.1062
1339,1691,0.0826,0.1062
1490,1690,0.0944,0.1062
1638,1688,0.1062,0.1062
1785,1686,0.118,0.1062
1931,1685,0.1298,0.1062
2076,1683,0.1416,0.1062
2221,1681,0.1534,0.1062
2365,1681,0.1652,0.1062
2510,1680,0.177,0.1062
2656,1679,0.1888,0.1062
2800,1677,0.2006,0.1062
2944,1675,0.2124,0.1062
3088,1673,0.2242,0.1062
3230,1671,0.236,0.1062
3368,1670,0.2478,0.1062
3504,1669,0.2596,0.1062
3639,1668,0.2714,0.1062
276,1841,0,0.118
420,1840,0.0118,0.118
569,1838,0.0236,0.118
719,1838,0.0354,0.118
870,1837,0.0472,0.118
1023,1837,0.059,0.118
1177,1837,0.0708,0.118
1330,1836,0.0826,0.118
1483,1834,0.0944,0.118
1634,1832,0.1062,0.118
1783,1830,0.118,0.118
1932,1828,0.1298,0.118
2080,1826,0.1416,0.118
2227,1825,0.1534,0.118
2374,1824,0.1652,0.118
2522,1823,0.177,0.118
2668,1822,0.1888,0.118
2815,1819,0.2006,0.118
2961,1818,0.2124,0.118
3106,1815,0.2242,0.118
3251,1813,0.236,0.118
3391,1811,0.2478,0.118
3530,1809,0.2596,0.118
3666,1806,0.2714,0.118
248,1990,0,0.1298
395,1990,0.0118,0.1298
546,1989,0.0236,0.1298
699,1989,0.0354,0.1298
855,1989,0.0472,0.1298
1010,1988,0.059,0.1298
1165,1988,0.0708,0.1298
1321,1986,0.0826,0.1298
1475,1984,0.0944,0.1298
1628,1982,0.1062,0.1298
1781,1979,0.118,0.1298
1933,1977,0.1298,0.1298
2083,1975,0.1416,0.1298
2233,1974,0.1534,0.1298
2383,1972,0.1652,0.1298
2534,1971,0.177,0.1298
2682,1969,0.1888,0.1298
2832,1968,0.2006,0.1298
2979,1965,0.2124,0.1298
3126,1963,0.2242,0.1298
3271,1959,0.236,0.1298
3415,1957,0.2478,0.1298
3556,1954,0.2596,0.1298
3695,1950,0.2714,0.1298
226,2144,0,0.1416
373,2143,0.0118,0.1416
525,2143,0.0236,0.1416
681,2143,0.0354,0.1416
838,2143,0.0472,0.1416
996,2143,0.059,0.1416
1154,2141,0.0708,0.1416
1310,2140,0.0826,0.1416
1468,2138,0.0944,0.1416
1623,2135,0.1062,0.1416
1779,2133,0.118,0.1416
1934,2131,0.1298,0.1416
2087,2129,0.1416,0.1416
2241,2127,0.1534,0.1416
2393,2125,0.1652,0.1416
2546,2123,0.177,0.1416
2697,2121,0.1888,0.1416
2848,2118,0.2006,0.1416
2997,2116,0.2124,0.1416
3144,2112,0.2242,0.1416
3294,2109,0.236,0.1416
3440,2105,0.2478,0.1416
3583,2101,0.2596,0.1416
3722,2097,0.2714,0.1416
202,2301,0,0.1534
349,2302,0.0118,0.1534
504,2301,0.0236,0.1534
663,2302,0.0354,0.1534
823,2302,0.0472,0.1534
980,2301,0.059,0.1534
1140,2299,0.0708,0.1534
1299,2297,0.0826,0.1534
1459,2295,0.0944,0.1534
1618,2293,0.1062,0.1534
1777,2291,0.118,0.1534
1935,2289,0.1298,0.1534
2092,2287,0.1416,0.1534
2247,2285,0.1534,0.1534
2403,2282,0.1652,0.1534
2558,2279,0.177,0.1534
2712,2277,0.1888,0.1534
2864,2274,0.2006,0.1534
3015,2270,0.2124,0.1534
3165,2267,0.2242,0.1534
3314,2262,0.236,0.1534
3465,2258,0.2478,0.1534
3610,2253,0.2596,0.1534
3751,2248,0.2714,0.1534
