478,334,0,0
649,346,0.0118,0
821,363,0.0236,0
989,384,0.0354,0
1153,403,0.0472,0
1313,423,0.059,0
1470,443,0.0708,0
1623,461,0.0826,0
1772,481,0.0944,0
1917,500,0.1062,0
2057,519,0.118,0
2194,537,0.1298,0
2327,554,0.1416,0
2456,570,0.1534,0
2584,587,0.1652,0
2706,602,0.177,0
2827,617,0.1888,0
2946,630,0.2006,0
3063,643,0.2124,0
3177,656,0.2242,0
3287,669,0.236,0
3394,681,0.2478,0
464,483,0,0.0118
636,488,0.0118,0.0118
809,505,0.0236,0.0118
980,523,0.0354,0.0118
1147,542,0.0472,0.0118
1310,561,0.059,0.0118
1469,580,0.0708,0.0118
1624,598,0.0826,0.0118
1775,615,0.0944,0.0118
1921,633,0.1062,0.0118
2063,650,0.118,0.0118
2201,667,0.1298,0.0118
2336,682,0.1416,0.0118
2467,697,0.1534,0.0118
2596,711,0.1652,0.0118
2719,725,0.177,0.0118
2841,739,0.1888,0.0118
2959,752,0.2006,0.0118
3076,763,0.2124,0.0118
3191,775,0.2242,0.0118
3305,787,0.236,0.0118
3412,798,0.2478,0.0118
443,628,0,0.0236
621,638,0.0118,0.0236
799,653,0.0236,0.0236
972,670,0.0354,0.0236
1141,687,0.0472,0.0236
1307,704,0.059,0.0236
1468,723,0.0708,0.0236
1624,740,0.0826,0.0236
1778,755,0.0944,0.0236
1925,772,0.1062,0.0236
2067,788,0.118,0.0236
2207,802,0.1298,0.0236
2344,815,0.1416,0.0236
2477,827,0.1534,0.0236
2607,839,0.1652,0.0236
2732,851,0.177,0.0236
2854,865,0.1888,0.0236
2973,876,0.2006,0.0236
3090,888,0.2124,0.0236
3206,897,0.2242,0.0236
3320,908,0.236,0.0236
3426,918,0.2478,0.0236
427,783,0,0.0354
608,796,0.0118,0.0354
787,810,0.0236,0.0354
964,823,0.0354,0.0354
1136,838,0.0472,0.0354
1304,853,0.059,0.0354
1467,869,0.0708,0.0354
1626,885,0.0826,0.0354
1780,900,0.0944,0.0354
1929,914,0.1062,0.0354
2073,928,0.118,0.0354
2214,940,0.1298,0.0354
2352,951,0.1416,0.0354
2487,961,0.1534,0.0354
2618,972,0.1652,0.0354
2745,983,0.177,0.0354
2868,993,0.1888,0.0354
2988,1005,0.2006,0.0354
3104,1014,0.2124,0.0354
3222,1024,0.2242,0.0354
3337,1034,0.236,0.0354
3442,1043,0.2478,0.0354
410,943,0,0.0472
595,956,0.0118,0.0472
778,968,0.0236,0.0472
956,981,0.0354,0.0472
1130,992,0.0472,0.0472
1300,1004,0.059,0.0472
1467,1018,0.0708,0.0472
1627,1033,0.0826,0.0472
1783,1046,0.0944,0.0472
1932,1058,0.1062,0.0472
2080,1067,0.118,0.0472
2221,1079,0.1298,0.0472
2359,1089,0.1416,0.0472
2495,1097,0.1534,0.0472
2628,1107,0.1652,0.0472
2756,1115,0.177,0.0472
2882,1124,0.1888,0.0472
3002,1133,0.2006,0.0472
3119,1143,0.2124,0.0472
3235,1150,0.2242,0.0472
3349,1159,0.236,0.0472
3456,1166,0.2478,0.0472
395,1108,0,0.059
582,1119,0.0118,0.059
767,1130,0.0236,0.059
948,1140,0.0354,0.059
1125,1150,0.0472,0.059
1297,1160,0.059,0.059
1466,1172,0.0708,0.059
1628,1183,0.0826,0.059
1785,1194,0.0944,0.059
1936,1204,0.1062,0.059
2084,1211,0.118,0.059
2228,1220,0.1298,0.059
2367,1228,0.1416,0.059
2505,1235,0.1534,0.059
2638,1243,0.1652,0.059
2768,1250,0.177,0.059
2894,1257,0.1888,0.059
